name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Mandya,2023-03-23,34,21.6,27.9,32.6,21.6,27.5,15.1,49.4,0.1,100,4.17,rain,0,0,23,15.1,275.4,1011.2,46.4,14.8,308.3,26.5,10,10,2023-03-23 6:24:58,2023-03-23 18:33:29,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-03-24,35,22.8,28.2,32.9,22.8,27.7,14.5,48.2,0.2,100,8.33,rain,0,0,30.2,18.4,255.7,1011.2,39.9,15.6,297.6,25.7,10,10,2023-03-24 6:24:19,2023-03-24 18:33:32,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-03-25,34,22.7,27.6,33.1,22.7,27.3,15.7,51.7,1.5,100,37.5,rain,0,0,22.3,14.8,155.5,1012.7,67.5,13.6,202.3,17.6,10,10,2023-03-25 6:23:40,2023-03-25 18:33:35,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-03-26,34,21.8,27.7,33.2,21.8,27.5,16.2,52.6,2.3,100,37.5,rain,0,0,36.4,22.7,240,1011.7,72.2,16.8,253.9,21.8,10,10,2023-03-26 6:23:01,2023-03-26 18:33:38,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-03-27,34.5,21.5,28.4,32.8,21.5,27.7,13.1,42,0,0,0,,0,0,27.7,16.9,209.3,1011.4,50,16.7,319.1,27.5,10,10,2023-03-27 6:22:22,2023-03-27 18:33:41,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43291099999,remote,VOMY,43263099999"
Mandya,2023-03-28,36.2,22.5,29.2,34.2,22.5,28.5,12.3,37.6,0,0,0,,0,0,39.6,25.6,151.1,1010.5,66.4,17.8,324.9,28,10,10,2023-03-28 6:21:43,2023-03-28 18:33:44,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-03-29,35,23,28.1,34,23,28.3,16.8,51.9,0.4,100,12.5,rain,0,0,24.5,22.3,222.5,1011.4,50.9,18.2,251.3,21.8,10,10,2023-03-29 6:21:04,2023-03-29 18:33:47,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-03-30,32.1,22,26.6,32.3,22,26.8,17.6,59.5,1.5,100,25,rain,0,0,36,25.2,210.6,1011.8,47.8,16,247.6,21.4,10,10,2023-03-30 6:20:25,2023-03-30 18:33:50,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,remote,VOMY"
Mandya,2023-03-31,34,22.7,27.7,32.9,22.7,27.5,16.2,52.3,0.1,100,4.17,rain,0,0,19.4,11.9,235.2,1011.1,43.6,15.9,296,25.5,10,10,2023-03-31 6:19:46,2023-03-31 18:33:53,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-04-01,34,23.2,28.2,33.2,23.2,28.4,16,48.6,0.5,100,16.67,rain,0,0,25.6,20.9,204.2,1010.4,42.1,17.9,236.3,20.4,10,10,2023-04-01 6:19:07,2023-04-01 18:33:56,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-04-02,35,23.7,28,33.4,23.7,27.8,15.9,50.7,0.4,100,12.5,rain,0,0,27,18.4,248.8,1011.3,48.8,14.2,282,24.3,9,10,2023-04-02 6:18:29,2023-04-02 18:33:59,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43289099999,remote,VOMY"
Mandya,2023-04-03,34,21.6,27.9,33.2,21.6,27.8,16.1,51.4,0.5,100,8.33,rain,0,0,28.1,22.3,205,1010.7,22.3,15.6,291.3,25.1,10,10,2023-04-03 6:17:50,2023-04-03 18:34:02,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"remote,VOMY"
Mandya,2023-04-04,26,22.7,24.2,26,22.7,24.2,18.4,70.3,3.2,100,37.5,rain,0,0,24.1,12.6,220.6,1012.8,82.1,13.6,71.1,6.1,5,10,2023-04-04 6:17:12,2023-04-04 18:34:05,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"remote,VOMY,43263099999"
Mandya,2023-04-05,33,21.4,27,33.9,21.4,27.5,17.5,57.7,0,0,0,,0,0,27.7,18.4,142.1,1011.5,33.2,15.9,271.3,23.5,10,10,2023-04-05 6:16:34,2023-04-05 18:34:09,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43289099999,remote,VOMY,43263099999"
Mandya,2023-04-06,35,22.6,27.8,34.1,22.6,28.2,17.4,55.5,0,0,0,,0,0,29.5,17.6,182,1011.7,38.8,16.3,266.6,22.9,10,30,2023-04-06 6:15:56,2023-04-06 18:34:12,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-04-07,33,22.7,27.7,32.5,22.7,27.8,15.9,50.5,0,0,0,,0,0,32.8,16.6,145.8,1012.9,25.1,15.8,317.8,27.4,10,10,2023-04-07 6:15:19,2023-04-07 18:34:16,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-04-08,33,22.3,27.8,32.1,22.3,27.4,12.9,41.3,0,0,0,,0,0,39.2,22,114.5,1014.4,11.8,17.1,330.2,28.4,10,10,2023-04-08 6:14:42,2023-04-08 18:34:20,0.57,Clear,Clear conditions throughout the day.,clear-day,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-04-09,33,21,27.5,32.4,21,27.2,14,45.4,0,0,0,,0,0,34.2,13.7,82.5,1015,8.7,13.7,329.8,28.4,10,10,2023-04-09 6:14:05,2023-04-09 18:34:24,0.61,Clear,Clear conditions throughout the day.,clear-day,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-04-10,34,22.2,28.4,32.6,22.2,27.9,13.9,43.9,0,0,0,,0,0,32.8,22.3,95,1013.3,19.3,17.9,328.2,28.4,10,10,2023-04-10 6:13:28,2023-04-10 18:34:28,0.65,Clear,Clear conditions throughout the day.,clear-day,"43291099999,remote,VOMY,43263099999"
Mandya,2023-04-11,34.7,22.2,28.6,32.2,22.2,27.7,10.9,37.6,0,0,0,,0,0,25.9,20.9,90.5,1013.5,23.8,17.4,334.2,28.8,10,10,2023-04-11 6:12:52,2023-04-11 18:34:32,0.68,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43289099999,43291099999,remote,VOMY"
Mandya,2023-04-12,35,22.1,28.3,33.7,22.1,27.8,10.7,36,0,0,0,,0,0,37.8,18.4,112.6,1013.6,4.9,15.5,335.3,29,10,10,2023-04-12 6:12:16,2023-04-12 18:34:37,0.72,Clear,Clear conditions throughout the day.,clear-day,"remote,VOMY"
Mandya,2023-04-13,38,21.8,29.3,35,21.8,28.2,5.7,26.1,0,0,0,,0,0,33.1,25.2,112.9,1011.7,6.1,21.7,338,29.2,10,10,2023-04-13 6:11:40,2023-04-13 18:34:41,0.75,Clear,Clear conditions throughout the day.,clear-day,"43289099999,43291099999,remote,VOMY"
Mandya,2023-04-14,38.1,21.3,29.4,35.1,21.3,28.2,8.5,34.5,0,0,0,,0,0,40,27.4,126.6,1011.2,49,23.3,332.4,28.6,10,10,2023-04-14 6:11:05,2023-04-14 18:34:46,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,VOMY"
Mandya,2023-04-15,36.6,21.9,28.2,34,21.9,27.8,12.4,42.1,0,0,0,,0,0,33.5,14.8,119.7,1012.5,47.2,16.9,315.5,27.2,10,10,2023-04-15 6:10:31,2023-04-15 18:34:51,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,VOMY"
Mandya,2023-04-16,37.8,21.4,29.1,34.7,21.4,28,5,25.1,0,0,0,,0,0,29.2,24.8,108.4,1009.8,9.3,21.4,339.1,29.4,10,10,2023-04-16 6:09:56,2023-04-16 18:34:57,0.86,Clear,Clear conditions throughout the day.,clear-day,"remote,VOMY"
Mandya,2023-04-17,38.3,21.2,29.3,35.2,21.2,28.1,6.7,31,0,0,0,,0,0,29.2,23.4,112,1009.2,3.4,23.5,337.4,29.2,10,10,2023-04-17 6:09:23,2023-04-17 18:35:03,0.9,Clear,Clear conditions throughout the day.,clear-day,"43289099999,43291099999,remote"
Mandya,2023-04-18,37.7,21.7,29.3,35.1,21.7,28.4,11.9,42.7,0,0,0,,0,0,28.8,19.8,135.2,1010.4,2.3,22.7,333,28.8,10,30,2023-04-18 6:08:49,2023-04-18 18:35:09,0.93,Clear,Clear conditions throughout the day.,clear-day,"43289099999,43291099999,remote,VOMY"
Mandya,2023-04-19,37,22.5,29.7,34.5,22.5,28.7,11.1,36.8,0,0,0,,0,0,35.3,17.6,173.4,1008.5,1.7,24.1,332.4,28.7,10,10,2023-04-19 6:08:17,2023-04-19 18:35:15,0.97,Clear,Clear conditions throughout the day.,clear-day,remote
Mandya,2023-04-20,37.5,22.3,29.8,35.2,22.3,29,13.5,43.9,0,0,0,,0,0,33.5,19.8,211,1006.7,12.5,24.1,331,28.6,10,10,2023-04-20 6:07:44,2023-04-20 18:35:21,0,Clear,Clear conditions throughout the day.,clear-day,remote
Mandya,2023-04-21,37,23.1,29.4,35.8,23.1,28.9,15.4,46.7,0.1,100,4.17,rain,0,0,32.4,24.8,230.9,1006.5,35.3,24.1,285.8,24.6,10,10,2023-04-21 6:07:13,2023-04-21 18:35:28,0.04,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,remote
Mandya,2023-04-22,36.9,23.5,29.4,35.8,23.5,29.2,16.1,48.6,0.2,100,8.33,rain,0,0,40,24.5,233.7,1006.7,43.5,24.1,271.6,23.5,10,10,2023-04-22 6:06:41,2023-04-22 18:35:36,0.07,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,remote
Mandya,2023-04-23,36.1,23.2,29.2,35.7,23.2,29.3,16.8,49.4,1.4,100,20.83,rain,0,0,27.7,23,221.1,1007.1,59.9,23.4,211.3,18.3,10,10,2023-04-23 6:06:11,2023-04-23 18:35:43,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,remote"
Mandya,2023-04-24,36.6,22.5,27.9,35.5,22.5,27.8,17.1,56.2,1.6,100,20.83,rain,0,0,42.5,33.1,145.5,1008.5,35.5,23.4,298.3,25.8,10,10,2023-04-24 6:05:41,2023-04-24 18:35:51,0.13,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,remote
Mandya,2023-04-25,35,21.6,27,35.1,21.6,27.2,18.6,63.7,26.7,100,54.17,rain,0,0,22.3,17.6,142.6,1009.3,57.8,19.4,247.7,21.6,10,30,2023-04-25 6:05:12,2023-04-25 18:35:59,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43289099999,remote"
Mandya,2023-04-26,32.5,22.5,26.5,32.4,22.5,26.8,18.9,65.3,2.6,100,29.17,rain,0,0,33.5,24.1,125.7,1009.1,58.1,22.3,249.8,21.4,10,30,2023-04-26 6:04:43,2023-04-26 18:36:07,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43289099999,43291099999,remote"
Mandya,2023-04-27,34.6,23.5,28.3,34.3,23.5,28.7,18.2,56.9,0.7,100,20.83,rain,0,0,23.8,14,148.4,1008.6,65.4,22.9,274.7,23.8,10,30,2023-04-27 6:04:15,2023-04-27 18:36:16,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote"
Mandya,2023-04-28,36,23.9,29.1,34.9,23.9,29.1,16.9,50.8,0,0,0,,0,0,22.3,20.2,137.3,1009.2,48.1,23.3,323.4,28.1,10,10,2023-04-28 6:03:47,2023-04-28 18:36:25,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43289099999,43291099999,remote,43263099999"
Mandya,2023-04-29,33.2,23.6,27.1,33.4,23.6,27.3,18.5,61,3.8,100,41.67,rain,0,0,27.4,17.3,118.1,1009.2,75.8,22,198.2,17,10,10,2023-04-29 6:03:20,2023-04-29 18:36:35,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote"
Mandya,2023-04-30,32.6,22.7,26.7,33.7,22.7,27.1,19.4,66.3,8,100,25,rain,0,0,24.5,16.9,164.8,1007.9,81.7,19.5,245.7,21.3,10,10,2023-04-30 6:02:54,2023-04-30 18:36:45,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,remote"
Mandya,2023-05-01,30.6,22.4,25.7,31.8,22.4,26.1,20.1,73.1,14.2,100,75,rain,0,0,31,18.4,354.4,1007.8,99.7,17.1,209.6,18.1,9,30,2023-05-01 6:02:29,2023-05-01 18:36:55,0.36,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43289099999,remote"
Mandya,2023-05-02,31.9,22.3,26.4,32.9,22.3,27,20,69.9,9.8,100,62.5,rain,0,0,28.4,19.8,131.7,1008.5,92.3,20.5,234.1,20.2,10,30,2023-05-02 6:02:04,2023-05-02 18:37:05,0.39,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43289099999,43291099999,remote"
Mandya,2023-05-03,24.1,21.4,22.9,24.1,21.4,22.9,19.8,82.9,6.7,100,45.83,rain,0,0,27,15.5,240.2,1010.6,97.6,21.2,16.7,1.4,1,10,2023-05-03 6:01:40,2023-05-03 18:37:16,0.42,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
Mandya,2023-05-04,31.3,21,26.1,32,21,26.2,18.1,64.1,0,0,0,,0,0,27.4,13.7,255.7,1009.4,87.7,24.1,276.3,23.7,10,10,2023-05-04 6:01:17,2023-05-04 18:37:27,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Mandya,2023-05-05,31.9,22,26.1,32.1,22,26.3,18.5,64.9,0.8,100,20.83,rain,0,0,26.3,13.3,245.7,1008.5,80.4,24.1,192.4,16.6,10,10,2023-05-05 6:00:54,2023-05-05 18:37:39,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
Mandya,2023-05-06,29.4,22.1,24.5,30.4,22.1,24.7,19.7,75.4,7.9,100,45.83,rain,0,0,23.8,15.1,246.5,1009.1,99.4,21.6,106.4,9.2,8,10,2023-05-06 6:00:33,2023-05-06 18:37:51,0.52,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
Mandya,2023-05-07,30.1,21.6,24.4,32.9,21.6,24.7,19.7,76,2,100,37.5,rain,0,0,23,14.4,281.6,1009.4,96.3,22.7,134.9,11.7,6,10,2023-05-07 6:00:12,2023-05-07 18:38:03,0.56,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43289099999,remote"
Mandya,2023-05-08,31.8,21.6,25.3,33.5,21.6,25.7,20.1,74.9,7.7,100,54.17,rain,0,0,24.8,16.2,282.7,1008.4,97.1,21,187.1,16.1,8,30,2023-05-08 5:59:52,2023-05-08 18:38:15,0.59,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
Mandya,2023-05-09,33.2,21.3,25.8,34.2,21.3,26.3,20.1,74.2,9.1,100,45.83,rain,0,0,37.1,25.9,6.8,1008.6,69.5,21.6,286.1,24.6,10,30,2023-05-09 5:59:32,2023-05-09 18:38:28,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
Mandya,2023-05-10,33.7,22.7,27.2,36.5,22.7,28,20.1,67.5,4,100,16.67,rain,0,0,26.6,14.8,355.7,1007.9,97.3,21.4,258.5,22.1,9,30,2023-05-10 5:59:14,2023-05-10 18:38:42,0.66,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43289099999,remote"
Mandya,2023-05-11,34.6,23.2,27.5,35.7,23.2,28.1,19.8,65.5,5.3,100,33.33,rain,0,0,38.5,24.8,148.9,1008.7,78.7,22.2,287.9,24.7,10,30,2023-05-11 5:58:56,2023-05-11 18:38:55,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
Mandya,2023-05-12,35,23,28.4,34.5,23,28.6,18.4,58.7,0.3,100,4.17,rain,0,0,37.1,19.4,265.4,1009.1,88.2,24.1,299.4,26.1,10,10,2023-05-12 5:58:39,2023-05-12 18:39:09,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,remote
Mandya,2023-05-13,34.2,23.5,27.3,34.9,23.5,27.9,19.8,65.7,0.1,100,4.17,rain,0,0,44.6,28.1,250.9,1009.8,97,22.9,250.8,21.6,9,30,2023-05-13 5:58:23,2023-05-13 18:39:23,0.77,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"43289099999,remote,43263099999"
Mandya,2023-05-14,35.7,22.2,28.3,36,22.2,28.7,18.8,60.3,0,0,0,,0,0,37.8,19.4,265.9,1008.8,64.3,23.3,318.8,27.4,10,30,2023-05-14 5:58:08,2023-05-14 18:39:38,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43291099999,remote"
Mandya,2023-05-15,35.3,23,28.2,34.2,23,28.3,17.8,57.1,0.1,100,4.17,rain,0,0,32.4,22.7,249.9,1009.4,79.6,23.5,307,26.5,10,30,2023-05-15 5:57:53,2023-05-15 18:39:53,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43289099999,43291099999,remote,43263099999"
Mandya,2023-05-16,36.4,23.1,29,35.4,23.1,29,17.3,54.1,0,0,0,,0,0,27.7,14,252.1,1010.1,71.2,22.9,321.3,27.8,10,10,2023-05-16 5:57:40,2023-05-16 18:40:08,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43289099999,43291099999,remote,VOMY"
Mandya,2023-05-17,36.5,24.4,30.2,35.4,24.4,29.9,16.2,46.8,0,0,0,,0,0,32.8,19.1,262.9,1009.9,38.6,22.7,326.4,28.2,10,10,2023-05-17 5:57:27,2023-05-17 18:40:23,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43289099999,43291099999,remote"
Mandya,2023-05-18,36,25,28.8,36.5,25,29.3,18.7,57.4,0.1,100,4.17,rain,0,0,33.5,28.1,236,1011.5,52.4,23.5,238.5,20.4,10,30,2023-05-18 5:57:15,2023-05-18 18:40:39,0.95,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"43289099999,43291099999,remote,43263099999"
Mandya,2023-05-19,37.3,23.5,28.8,37,23.5,29.2,18.3,56.5,0.2,100,8.33,rain,0,0,34.9,22.7,247.7,1010.4,34.3,21.8,264.3,22.9,10,30,2023-05-19 5:57:04,2023-05-19 18:40:55,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-05-20,36,23.4,28.5,36.7,23.4,29.5,20,62.7,0.6,100,8.33,rain,0,0,35.3,20.5,248.1,1011.7,34.1,15.7,274.5,23.7,10,30,2023-05-20 5:56:54,2023-05-20 18:41:11,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-05-21,35.7,23,26.9,37.2,23,27.5,19.6,66.8,3.6,100,41.67,rain,0,0,33.5,20.9,236.8,1011.8,42.5,19.1,278.5,24.1,10,30,2023-05-21 5:56:45,2023-05-21 18:41:27,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,VOMY"
Mandya,2023-05-22,34.7,22,27.4,34.3,22,27.8,18.4,61.6,1.5,100,16.67,rain,0,0,39.2,22.3,32.5,1011.6,58.5,22.5,318.2,27.7,10,10,2023-05-22 5:56:36,2023-05-22 18:41:44,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,VOMY"
Mandya,2023-05-23,34,22.8,27.1,35,22.8,27.9,19.6,65.7,0.7,100,12.5,rain,0,0,37.1,22.3,248.7,1012.8,63.3,18,292.4,25.3,10,30,2023-05-23 5:56:28,2023-05-23 18:42:00,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-05-24,33,23,26.5,36,23,27.4,20.3,69.9,5.1,100,20.83,rain,0,0,33.1,21.2,238,1013.7,64.7,14.6,298.3,25.7,10,30,2023-05-24 5:56:22,2023-05-24 18:42:17,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,VOMY"
Mandya,2023-05-25,32,22.8,26.5,34.8,22.8,27.2,20.6,71.3,2.3,100,29.17,rain,0,0,36.4,20.5,253.2,1013.8,64.6,15.4,279.9,24.1,10,30,2023-05-25 5:56:16,2023-05-25 18:42:34,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-05-26,32,23.1,27.2,33.4,23.1,28.1,20.2,67.1,0.3,100,8.33,rain,0,0,29.2,18.4,259.2,1013.9,70.3,14.7,295.5,25.5,10,30,2023-05-26 5:56:11,2023-05-26 18:42:52,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-05-27,32,23,27.3,33.4,23,27.9,19.4,63.6,0.3,100,8.33,rain,0,0,26.6,16.6,256.4,1012.7,52.1,15.5,320.5,27.8,10,10,2023-05-27 5:56:06,2023-05-27 18:43:09,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-05-28,34,23.9,27.5,35.7,23.9,28,19.2,62.2,0.1,100,4.17,rain,0,0,31.7,18.4,260.8,1011.1,40.7,15.5,260.2,22.5,10,10,2023-05-28 5:56:03,2023-05-28 18:43:27,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-05-29,35,23.8,28.5,36.8,23.8,29.5,19.2,58.5,1.2,100,16.67,rain,0,0,39.2,25.9,355.7,1010.7,56,16.2,292.7,25.3,10,10,2023-05-29 5:56:00,2023-05-29 18:43:44,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-05-30,34.9,22.3,28,34.6,22.3,28.3,18.2,58.9,10.4,100,37.5,rain,0,0,24.5,17.6,269.1,1010.2,72.4,20,283.8,24.6,9,10,2023-05-30 5:55:58,2023-05-30 18:44:02,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-05-31,33,23.3,27.2,33.9,23.3,27.8,19.4,64.3,0.1,100,4.17,rain,0,0,32.8,18.4,247.7,1011.3,69,17,296.3,25.6,10,10,2023-05-31 5:55:57,2023-05-31 18:44:19,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43291099999,remote,VOMY"
Mandya,2023-06-01,30,24,26.4,33.2,24,27.2,20.6,70.8,2.4,100,25,rain,0,0,39.2,21.2,257.3,1011.7,74.8,15.1,271.8,23.5,10,30,2023-06-01 5:55:57,2023-06-01 18:44:37,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,VOMY"
Mandya,2023-06-02,33,22.7,26.7,35.2,22.7,27.5,20.1,68.3,0.5,100,12.5,rain,0,0,35.3,19.8,256.4,1011.9,69.6,15.6,234.5,20.2,9,30,2023-06-02 5:55:58,2023-06-02 18:44:55,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-06-03,35,22.9,27.5,36.4,22.9,28.4,19.7,65,0.4,100,12.5,rain,0,0,35.6,19.4,243.2,1011.1,60.3,16.2,286.5,24.7,9,30,2023-06-03 5:55:59,2023-06-03 18:45:13,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-06-04,32,22.1,26.2,34.1,22.1,27,20,70,1.3,100,25,rain,0,0,37.4,19.4,262.8,1011.5,74,15.6,260.9,22.7,10,10,2023-06-04 5:56:01,2023-06-04 18:45:30,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,remote,VOMY"
Mandya,2023-06-05,32.5,22.3,26.3,34.3,22.3,27.2,20.4,71.6,20.3,100,37.5,rain,0,0,36.7,24.5,253.8,1010.7,63.6,13.9,261.9,22.8,10,10,2023-06-05 5:56:04,2023-06-05 18:45:48,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-06-06,33,22.4,27.2,33.9,22.4,27.7,19.6,65.9,2.6,100,25,rain,0,0,34.9,18.4,247.6,1010.5,77,15.7,247.3,21.2,10,30,2023-06-06 5:56:08,2023-06-06 18:46:05,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-06-07,32,22.8,26.7,34.1,22.8,27.5,20.5,70.4,1.2,100,16.67,rain,0,0,44.6,27.7,249.8,1010.9,56.8,16,277.3,24.1,10,30,2023-06-07 5:56:12,2023-06-07 18:46:23,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"remote,VOMY"
Mandya,2023-06-08,32,22.8,26.7,34.1,22.8,27.5,20.2,68.9,1.8,100,8.33,rain,0,0,44.6,29.5,250,1011.1,76.1,16.6,227.3,19.8,8,30,2023-06-08 5:56:17,2023-06-08 18:46:40,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43289099999,43291099999,remote,VOMY"
Mandya,2023-06-09,32,22.7,26.4,33.4,22.7,27.1,19.9,69,0.3,100,12.5,rain,0,0,45.4,27.7,256,1010.6,72.3,16.3,263.3,22.8,10,10,2023-06-09 5:56:23,2023-06-09 18:46:57,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
Mandya,2023-06-10,29,21.8,25.1,30.7,21.8,25.7,19.5,71.3,0,0,0,,0,0,50,29.5,253.2,1009.9,68.6,16,272.4,23.6,9,10,2023-06-10 5:56:29,2023-06-10 18:47:14,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43289099999,43291099999,remote,VOMY"
Mandya,2023-06-11,30,22.3,25.6,31.9,22.3,26.3,20.2,72.6,0.3,100,12.5,rain,0,0,37.8,22.3,253.4,1009.6,76.3,16,261.8,22.6,10,10,2023-06-11 5:56:36,2023-06-11 18:47:31,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43289099999,43291099999,remote,VOMY,43263099999"
